	symbol	period_change	Squeeze Momentum change	change diff	sm last day sig
394	VFC	-18.28571091049827	-5.03444159787595	13.25126931262232	sell
395	OMC	-12.244631639925869	4.535018946077456	16.779650586003324	sell
396	PARA	-19.875577669307475	-3.6002536027695022	16.275324066537973	sell
397	POOL	-13.374249656851685	-11.076459039234834	2.297790617616851	sell
398	INCY	-5.012435083750598	-2.088140297864069	2.9242947858865294	sell
399	SJM	-5.355367339139378	-0.24687370203228784	5.10849363710709	Buy
400	TXT	-3.682797538472136	-1.1796484393948048	2.5031490990773313	hold
401	CHRW	7.175852925857332	-1.9123562468363524	-9.088209172693684	Buy
402	DPZ	3.6743501453065863	3.0025212578350913	-0.671828887471495	sell
403	NLOK	-2.5177001877560374	2.670963235916279	5.188663423672317	sell
404	CINF	-30.714025268464727	0.0	30.714025268464727	sell
405	HWM	7.235521002004118	5.870946102316433	-1.3645748996876854	Buy
406	IRM	-14.008890787760416	0.0	14.008890787760416	sell
407	UDR	-20.333450960814574	0.0	20.333450960814574	Buy
408	HRL	-7.8028753574542975	0.08501788772789587	7.887893245182194	Buy
409	FMC	-17.957718841873852	1.5887821946188634	19.546501036492714	sell
410	NVR	-0.575698572225016	0.0	0.575698572225016	sell
411	KIM	-15.666926951257533	2.6058405988491433	18.27276755010668	sell
412	MAS	4.928050507705155	-0.9118579178396176	-5.839908425544772	sell
413	ABMD	-1.1679573037417261	3.7159901879669053	4.883947491708631	hold
414	PKG	-13.93406894762756	-5.002117057176089	8.931951890451472	sell
415	ETSY	7.842429784676896	14.245318621947591	6.402888837270695	Buy
416	LVS	7.737931912662932	4.547002899383777	-3.1909290132791543	sell
417	PTC	21.734301746335024	10.730488797394122	-11.003812948940903	sell
418	LYV	-9.174315964873758	5.865139596844267	15.039455561718025	hold
419	WRB	-9.680760711258893	-2.0911407914941664	7.5896199197647265	sell
420	BXP	-29.678137772083947	0.0	29.678137772083947	sell
421	HST	-14.652201053925365	7.863085776907712	22.515286830833077	sell
422	NDSN	3.271617794414721	0.7201806144876609	-2.5514371799270603	hold
423	CTXS	0.6317238229902107	2.674400021102236	2.042676198112025	hold
424	CRL	-5.209097361110881	-5.077598830496834	0.1314985306140466	sell
425	CBOE	2.9131326237215376	-4.469736802446874	-7.382869426168412	sell
426	CE	-20.985470019914857	-4.341915629490831	16.643554390424026	sell
427	NI	-2.30444367666249	-1.1449145729922456	1.1595291036702444	Buy
428	AAP	-10.430345795577354	-0.5576439696257003	9.872701825951655	Buy
429	APA	-8.060392472591381	9.175123568039867	17.235516040631246	sell
430	EMN	-11.572753898829102	3.6218931597526973	15.1946470585818	sell
431	UAL	-27.014309415257966	-1.3869945676560456	25.62731484760192	sell
432	SNA	0.2714644978410768	0.0	-0.2714644978410768	hold
433	BIO	3.742974959743421	6.118273758851661	2.37529879910824	sell
434	IPG	-16.028573172433035	3.082922963863035	19.11149613629607	sell
435	LW	19.36619166524511	1.148298250604974	-18.217893414640137	Buy
436	MGM	-18.711573981493604	-0.2243313575048378	18.487242623988767	Buy
437	VTRS	-5.083084333899012	-2.1720242834807286	2.9110600504182833	sell
438	SBNY	-28.092331659074528	-11.583546930229756	16.508784728844773	sell
439	TFX	-21.449819536811308	1.704860057645623	23.15467959445693	sell
440	TAP	-0.5767467410065407	2.009934087279835	2.5866808282863754	hold
441	WRK	-16.27255009675876	-0.4886654327676079	15.783884663991152	sell
442	QRVO	-7.22587331960331	4.955372699871034	12.181246019474344	sell
443	HSIC	-13.356281337748431	-0.6737527529620565	12.682528584786375	hold
444	L	-13.814046189621767	-1.6684717674111016	12.145574422210665	sell
445	FOXA	-12.4934054700589	-0.9624884120969945	11.530917057961904	sell
446	PHM	0.023991692396124985	-2.757682743555459	-2.781674435951584	sell
447	CMA	-4.462729714008983	1.8516079328987398	6.314337646907723	sell
448	MKTX	3.0053905986516103	-1.9759795870319212	-4.981370185683532	sell
449	HAS	-10.708193745856606	0.0	10.708193745856606	sell
450	LUMN	0.2793360082388938	-3.239205519588155	-3.5185415278270487	sell
451	CPB	4.502971217996814	-0.39558324284381524	-4.8985544608406295	Buy
452	RE	-12.530261650842657	0.0	12.530261650842657	sell
453	AIZ	-7.384611430921052	-1.5481634419349721	5.83644798898608	sell
454	FFIV	-17.374363099127404	4.689886155431959	22.064249254559364	sell
455	WHR	-3.348701762878242	0.0	3.348701762878242	Buy
456	CZR	-25.10282250402882	0.0	25.10282250402882	sell
457	REG	-10.989171175505208	1.8232116658322775	12.812382841337485	hold
458	FBHS	-3.674692870955	3.2232753159451093	6.897968186900109	hold
459	ALLE	-9.9088065249386	1.3678236314466339	11.276630156385233	Buy
460	BWA	2.5531993035336478	1.0156532192586891	-1.5375460842749586	sell
461	GL	-4.68673651692372	-4.303748936275413	0.3829875806483063	sell
462	NRG	-1.3495689967578608	0.0	1.3495689967578608	sell
463	AAL	-29.629625917183645	-3.9078479407612905	25.721777976422356	sell
464	SEE	-13.810035680327307	0.0	13.810035680327307	Buy
465	JNPR	-20.82857404436384	0.0	20.82857404436384	sell
466	TPR	1.0101066714119775	4.144754920433858	3.1346482490218803	sell
467	BBWI	-30.071776694216698	2.4539885235131953	32.52576521772989	sell
468	RHI	-30.238796437568748	-3.683082626794392	26.555713810774357	sell
469	CCL	-50.080082167725706	-8.36575563245354	41.714326535272164	sell
470	HII	-1.5705626787178915	-1.1910864686147542	0.37947621010313726	sell
471	ROL	14.946295504518174	-3.080780741231167	-18.027076245749342	Buy
472	LNC	-21.546876430511475	1.2971181422377123	22.843994572749185	sell
473	NLSN	-10.5518268303791	-0.04203542873893457	10.509791401640166	hold
474	PNW	-5.131179762796087	3.0335381364702334	8.164717899266321	Buy
475	AOS	-6.3642002072152	-1.8133963579737464	4.550803849241453	Buy
476	ZION	-10.560890299083965	-0.6066344925577578	9.954255806526207	sell
477	OGN	-0.7187485694885254	0.0	0.7187485694885254	sell
478	RCL	-54.215061836971834	2.9420112034480117	57.157073040419846	sell
479	PNR	-8.419044131324405	-0.7527224979134771	7.666321633410928	hold
480	DXC	7.088786686680044	15.587937464560381	8.499150777880338	sell
481	XRAY	-13.09553034543654	0.9617845716488664	14.057314917085407	sell
482	NWL	-12.621362001810382	-3.81856155719675	8.802800444613633	sell
483	BEN	4.424103271510358	-0.8992517922335829	-5.323355063743941	Buy
484	CDAY	-2.228902085160942	1.9165300157182354	4.1454321008791775	sell
485	UHS	-17.303641526361073	-2.6831028758709583	14.620538650490115	sell
486	FRT	-14.326856907223434	2.5620446930902983	16.88890160031373	hold
487	NWSA	-18.111754274698075	4.608582924268863	22.720337198966938	hold
488	WYNN	-9.307227954652905	-2.589767395217961	6.717460559434944	sell
489	MHK	-2.5097497549974177	5.137529757749158	7.647279512746576	sell
490	IVZ	-13.473787459869515	-0.7130174674829904	12.760769992386525	Buy
491	PENN	-2.3224429886624267	0.7318226329732861	3.0542656216357127	sell
492	ALK	-20.592435273015646	0.7634559074819117	21.355891180497558	Buy
493	DVA	-22.250206808117746	-1.8630865949440776	20.387120213173667	sell
494	NCLH	-40.24916259904252	-4.645670562589017	35.6034920364535	sell
495	VNO	-27.904689163542102	-0.7402399678240908	27.16444919571801	sell
496	RL	-12.178655671608958	0.2561077707850491	12.434763442394006	sell
497	FOX	-11.930520370560052	3.365227567588008	15.29574793814806	sell
498	PVH	-17.375454279614477	0.042824807979966864	17.418279087594442	sell
499	DISH	-44.32889533336201	1.7174592043999437	46.04635453776196	sell
500	NWS	-18.250950501404223	4.5397981697756045	22.790748671179827	hold
501	EMBC	-3.384417229472556	-5.713289294328613	-2.3288720648560566	sell
